Region/Country/Area,,Year,Series,Value,Footnotes,Source,,
76,Brazil,2016,Domestic general government health expenditure (% of total government expenditure),10,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
76,Brazil,2017,Domestic general government health expenditure (% of total government expenditure),10.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
76,Brazil,2018,Domestic general government health expenditure (% of total government expenditure),10.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
96,Brunei Darussalam,2000,Current health expenditure (% of GDP),2.5,Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
96,Brunei Darussalam,2005,Current health expenditure (% of GDP),2.2,Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
96,Brunei Darussalam,2010,Current health expenditure (% of GDP),2.3,Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
96,Brunei Darussalam,2016,Current health expenditure (% of GDP),2.5,Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
96,Brunei Darussalam,2017,Current health expenditure (% of GDP),2.3,Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
96,Brunei Darussalam,2018,Current health expenditure (% of GDP),2.4,Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
96,Brunei Darussalam,2000,Domestic general government health expenditure (% of total government expenditure),5.7,Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
96,Brunei Darussalam,2005,Domestic general government health expenditure (% of total government expenditure),6.4,Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
96,Brunei Darussalam,2010,Domestic general government health expenditure (% of total government expenditure),5.8,Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
96,Brunei Darussalam,2016,Domestic general government health expenditure (% of total government expenditure),6.2,Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
96,Brunei Darussalam,2017,Domestic general government health expenditure (% of total government expenditure),5.9,Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
96,Brunei Darussalam,2018,Domestic general government health expenditure (% of total government expenditure),7.1,Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
100,Bulgaria,2000,Current health expenditure (% of GDP),5.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
100,Bulgaria,2005,Current health expenditure (% of GDP),6.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
100,Bulgaria,2010,Current health expenditure (% of GDP),7.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
100,Bulgaria,2016,Current health expenditure (% of GDP),7.5,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
100,Bulgaria,2017,Current health expenditure (% of GDP),7.5,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
100,Bulgaria,2018,Current health expenditure (% of GDP),7.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
100,Bulgaria,2000,Domestic general government health expenditure (% of total government expenditure),8.5,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
100,Bulgaria,2005,Domestic general government health expenditure (% of total government expenditure),11.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
100,Bulgaria,2010,Domestic general government health expenditure (% of total government expenditure),10.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
100,Bulgaria,2016,Domestic general government health expenditure (% of total government expenditure),11.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
100,Bulgaria,2017,Domestic general government health expenditure (% of total government expenditure),11.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
100,Bulgaria,2018,Domestic general government health expenditure (% of total government expenditure),11.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
854,Burkina Faso,2000,Current health expenditure (% of GDP),3.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
854,Burkina Faso,2005,Current health expenditure (% of GDP),4.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
854,Burkina Faso,2010,Current health expenditure (% of GDP),5.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
854,Burkina Faso,2016,Current health expenditure (% of GDP),7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
854,Burkina Faso,2017,Current health expenditure (% of GDP),6.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
854,Burkina Faso,2018,Current health expenditure (% of GDP),5.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
854,Burkina Faso,2000,Domestic general government health expenditure (% of total government expenditure),4.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
854,Burkina Faso,2005,Domestic general government health expenditure (% of total government expenditure),6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
854,Burkina Faso,2010,Domestic general government health expenditure (% of total government expenditure),6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
854,Burkina Faso,2016,Domestic general government health expenditure (% of total government expenditure),11,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
854,Burkina Faso,2017,Domestic general government health expenditure (% of total government expenditure),10,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
854,Burkina Faso,2018,Domestic general government health expenditure (% of total government expenditure),8.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
108,Burundi,2000,Current health expenditure (% of GDP),6.2,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
108,Burundi,2005,Current health expenditure (% of GDP),8.4,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
108,Burundi,2010,Current health expenditure (% of GDP),11.3,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
108,Burundi,2016,Current health expenditure (% of GDP),7.5,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
108,Burundi,2017,Current health expenditure (% of GDP),7.5,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
108,Burundi,2018,Current health expenditure (% of GDP),7.7,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
108,Burundi,2000,Domestic general government health expenditure (% of total government expenditure),5.9,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
108,Burundi,2005,Domestic general government health expenditure (% of total government expenditure),6.2,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
108,Burundi,2010,Domestic general government health expenditure (% of total government expenditure),4.9,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
108,Burundi,2016,Domestic general government health expenditure (% of total government expenditure),8.5,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
108,Burundi,2017,Domestic general government health expenditure (% of total government expenditure),8.5,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
108,Burundi,2018,Domestic general government health expenditure (% of total government expenditure),8.5,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
132,Cabo Verde,2000,Current health expenditure (% of GDP),4.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
132,Cabo Verde,2005,Current health expenditure (% of GDP),4.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
132,Cabo Verde,2010,Current health expenditure (% of GDP),4.5,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
132,Cabo Verde,2016,Current health expenditure (% of GDP),4.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
132,Cabo Verde,2017,Current health expenditure (% of GDP),5.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
132,Cabo Verde,2018,Current health expenditure (% of GDP),5.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
132,Cabo Verde,2000,Domestic general government health expenditure (% of total government expenditure),7.5,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
132,Cabo Verde,2005,Domestic general government health expenditure (% of total government expenditure),8.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
132,Cabo Verde,2010,Domestic general government health expenditure (% of total government expenditure),7.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
132,Cabo Verde,2016,Domestic general government health expenditure (% of total government expenditure),10.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
132,Cabo Verde,2017,Domestic general government health expenditure (% of total government expenditure),10.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
132,Cabo Verde,2018,Domestic general government health expenditure (% of total government expenditure),10.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
116,Cambodia,2000,Current health expenditure (% of GDP),6.5,Data refer to fiscal years beginning 1 July.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
116,Cambodia,2005,Current health expenditure (% of GDP),6.9,Data refer to fiscal years beginning 1 July.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
116,Cambodia,2010,Current health expenditure (% of GDP),6.9,Data refer to fiscal years beginning 1 July.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
116,Cambodia,2016,Current health expenditure (% of GDP),6.1,Data refer to fiscal years beginning 1 July.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
116,Cambodia,2017,Current health expenditure (% of GDP),5.9,Data refer to fiscal years beginning 1 July.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
116,Cambodia,2018,Current health expenditure (% of GDP),6,Data refer to fiscal years beginning 1 July.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
116,Cambodia,2000,Domestic general government health expenditure (% of total government expenditure),8.6,Data refer to fiscal years beginning 1 July.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
116,Cambodia,2005,Domestic general government health expenditure (% of total government expenditure),9.9,Data refer to fiscal years beginning 1 July.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
116,Cambodia,2010,Domestic general government health expenditure (% of total government expenditure),6.5,Data refer to fiscal years beginning 1 July.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
116,Cambodia,2016,Domestic general government health expenditure (% of total government expenditure),6.3,Data refer to fiscal years beginning 1 July.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
116,Cambodia,2017,Domestic general government health expenditure (% of total government expenditure),4.9,Data refer to fiscal years beginning 1 July.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
116,Cambodia,2018,Domestic general government health expenditure (% of total government expenditure),5.2,Data refer to fiscal years beginning 1 July.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
120,Cameroon,2000,Current health expenditure (% of GDP),4.3,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
120,Cameroon,2005,Current health expenditure (% of GDP),4.1,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
120,Cameroon,2010,Current health expenditure (% of GDP),3.8,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
120,Cameroon,2016,Current health expenditure (% of GDP),3.7,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
120,Cameroon,2017,Current health expenditure (% of GDP),3.5,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
120,Cameroon,2018,Current health expenditure (% of GDP),3.5,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
120,Cameroon,2000,Domestic general government health expenditure (% of total government expenditure),4.4,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
120,Cameroon,2005,Domestic general government health expenditure (% of total government expenditure),5.2,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
120,Cameroon,2010,Domestic general government health expenditure (% of total government expenditure),2.6,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
120,Cameroon,2016,Domestic general government health expenditure (% of total government expenditure),1.8,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
120,Cameroon,2017,Domestic general government health expenditure (% of total government expenditure),0.7,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
120,Cameroon,2018,Domestic general government health expenditure (% of total government expenditure),1.1,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
124,Canada,2000,Current health expenditure (% of GDP),8.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
124,Canada,2005,Current health expenditure (% of GDP),9.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
124,Canada,2010,Current health expenditure (% of GDP),10.7,Data are based on SHA2011.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
124,Canada,2016,Current health expenditure (% of GDP),11,Data are based on SHA2011.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
124,Canada,2017,Current health expenditure (% of GDP),10.8,Data are based on SHA2011.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
124,Canada,2018,Current health expenditure (% of GDP),10.8,Data are based on SHA2011.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
124,Canada,2000,Domestic general government health expenditure (% of total government expenditure),14.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
124,Canada,2005,Domestic general government health expenditure (% of total government expenditure),17.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
124,Canada,2010,Domestic general government health expenditure (% of total government expenditure),18.1,Data are based on SHA2011.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
124,Canada,2016,Domestic general government health expenditure (% of total government expenditure),19.7,Data are based on SHA2011.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
124,Canada,2017,Domestic general government health expenditure (% of total government expenditure),19.6,Data are based on SHA2011.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
124,Canada,2018,Domestic general government health expenditure (% of total government expenditure),19.5,Data are based on SHA2011.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
140,Central African Republic,2000,Current health expenditure (% of GDP),4.3,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
140,Central African Republic,2005,Current health expenditure (% of GDP),4.2,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
140,Central African Republic,2010,Current health expenditure (% of GDP),3.7,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
140,Central African Republic,2016,Current health expenditure (% of GDP),5.4,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
140,Central African Republic,2017,Current health expenditure (% of GDP),6.7,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
140,Central African Republic,2018,Current health expenditure (% of GDP),11,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
140,Central African Republic,2000,Domestic general government health expenditure (% of total government expenditure),10,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
140,Central African Republic,2005,Domestic general government health expenditure (% of total government expenditure),6.4,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
140,Central African Republic,2010,Domestic general government health expenditure (% of total government expenditure),3.3,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
140,Central African Republic,2016,Domestic general government health expenditure (% of total government expenditure),5,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
140,Central African Republic,2017,Domestic general government health expenditure (% of total government expenditure),5.3,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
140,Central African Republic,2018,Domestic general government health expenditure (% of total government expenditure),4.2,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
148,Chad,2000,Current health expenditure (% of GDP),5.5,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
148,Chad,2005,Current health expenditure (% of GDP),4.8,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
148,Chad,2010,Current health expenditure (% of GDP),4.1,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
148,Chad,2016,Current health expenditure (% of GDP),4.9,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
148,Chad,2017,Current health expenditure (% of GDP),4.4,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
148,Chad,2018,Current health expenditure (% of GDP),4.1,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
148,Chad,2000,Domestic general government health expenditure (% of total government expenditure),11.4,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
148,Chad,2005,Domestic general government health expenditure (% of total government expenditure),12.4,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
148,Chad,2010,Domestic general government health expenditure (% of total government expenditure),3.5,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
148,Chad,2016,Domestic general government health expenditure (% of total government expenditure),5.7,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
148,Chad,2017,Domestic general government health expenditure (% of total government expenditure),4.7,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
148,Chad,2018,Domestic general government health expenditure (% of total government expenditure),5.2,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
152,Chile,2000,Current health expenditure (% of GDP),7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
152,Chile,2005,Current health expenditure (% of GDP),6.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
152,Chile,2010,Current health expenditure (% of GDP),6.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
152,Chile,2016,Current health expenditure (% of GDP),8.5,Data are based on SHA2011.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
152,Chile,2017,Current health expenditure (% of GDP),9.1,Data are based on SHA2011.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
152,Chile,2018,Current health expenditure (% of GDP),9.1,Data are based on SHA2011.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
152,Chile,2000,Domestic general government health expenditure (% of total government expenditure),11,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
152,Chile,2005,Domestic general government health expenditure (% of total government expenditure),12.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
152,Chile,2010,Domestic general government health expenditure (% of total government expenditure),13.7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
152,Chile,2016,Domestic general government health expenditure (% of total government expenditure),16.8,Data are based on SHA2011.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
152,Chile,2017,Domestic general government health expenditure (% of total government expenditure),18,Data are based on SHA2011.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
152,Chile,2018,Domestic general government health expenditure (% of total government expenditure),18.3,Data are based on SHA2011.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
156,China,2000,Current health expenditure (% of GDP),4.5,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
156,China,2005,Current health expenditure (% of GDP),4.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
156,China,2010,Current health expenditure (% of GDP),4.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
156,China,2016,Current health expenditure (% of GDP),5,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
156,China,2017,Current health expenditure (% of GDP),5.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
156,China,2018,Current health expenditure (% of GDP),5.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
156,China,2000,Domestic general government health expenditure (% of total government expenditure),6.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
156,China,2005,Domestic general government health expenditure (% of total government expenditure),7.5,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
156,China,2010,Domestic general government health expenditure (% of total government expenditure),8.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
156,China,2016,Domestic general government health expenditure (% of total government expenditure),9.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
156,China,2017,Domestic general government health expenditure (% of total government expenditure),9.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
156,China,2018,Domestic general government health expenditure (% of total government expenditure),8.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
170,Colombia,2000,Current health expenditure (% of GDP),5.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
170,Colombia,2005,Current health expenditure (% of GDP),6.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
170,Colombia,2010,Current health expenditure (% of GDP),7.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
170,Colombia,2016,Current health expenditure (% of GDP),7.5,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
170,Colombia,2017,Current health expenditure (% of GDP),7.7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
170,Colombia,2018,Current health expenditure (% of GDP),7.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
170,Colombia,2000,Domestic general government health expenditure (% of total government expenditure),14.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
170,Colombia,2005,Domestic general government health expenditure (% of total government expenditure),16.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
170,Colombia,2010,Domestic general government health expenditure (% of total government expenditure),17.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
170,Colombia,2016,Domestic general government health expenditure (% of total government expenditure),19.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
170,Colombia,2017,Domestic general government health expenditure (% of total government expenditure),19.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
170,Colombia,2018,Domestic general government health expenditure (% of total government expenditure),19.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
174,Comoros,2000,Current health expenditure (% of GDP),7.3,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
174,Comoros,2005,Current health expenditure (% of GDP),5.8,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
174,Comoros,2010,Current health expenditure (% of GDP),5.1,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
174,Comoros,2016,Current health expenditure (% of GDP),4.7,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
174,Comoros,2017,Current health expenditure (% of GDP),4.6,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
174,Comoros,2018,Current health expenditure (% of GDP),4.6,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
174,Comoros,2000,Domestic general government health expenditure (% of total government expenditure),9.7,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
174,Comoros,2005,Domestic general government health expenditure (% of total government expenditure),6.7,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
174,Comoros,2010,Domestic general government health expenditure (% of total government expenditure),3.5,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
174,Comoros,2016,Domestic general government health expenditure (% of total government expenditure),3.6,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
174,Comoros,2017,Domestic general government health expenditure (% of total government expenditure),3.1,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
174,Comoros,2018,Domestic general government health expenditure (% of total government expenditure),2.6,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
